Date,PortfolioReturn
2015-10-01,-0.001640459159617996
2015-10-02,0.016358013017933534
2015-10-05,0.0295968489503293
2015-10-06,0.0014517598223369858
2015-10-07,0.01655574398010056
2015-10-08,0.013868613831471345
2015-10-09,-1.36711674469938e-4
2015-10-12,-0.00245378027818628
2015-10-13,-0.010443767264781328
2015-10-14,-0.00887173665742777
2015-10-15,0.01777904693226656
2015-10-16,-0.0028177302227272933
2015-10-19,-0.0016695526801325728
2015-10-20,0.003324461732324805
2015-10-21,-0.014115291610937036
2015-10-22,0.00908091069521363
2015-10-23,0.006755590574514331
2015-10-26,-0.008779883800962899
2015-10-27,-0.01593935230214186
2015-10-28,0.029382823740509312
2015-10-29,-0.00967835855698997
2015-10-30,-0.004365738085666553
2015-11-02,0.019807308396350424
2015-11-03,0.005504434481584314
2015-11-04,-0.0025875230677079477
2015-11-05,0.0026549815778296173
2015-11-06,0.00683602982326088
2015-11-09,-0.014050678207136074
2015-11-10,0.0030996028493190018
2015-11-11,-0.009530604817063386
2015-11-12,-0.02107532852975576
2015-11-13,-0.008114149855857318
2015-11-16,0.010349753005660258
2015-11-17,-0.005311940222155549
2015-11-18,0.014958288135591148
2015-11-19,-0.0017135576444555296
2015-11-20,0.004667591630131245
2015-11-23,0.0039495424949341365
2015-11-24,0.009640346011030589
2015-11-25,0.006926627573115451
2015-11-27,0.002625308446525174
2015-11-30,-0.0019616972669143
2015-12-01,0.006130533527868417
2015-12-02,-0.012148452501640981
2015-12-03,-0.0140219588199671
2015-12-04,0.006114533613941567
2015-12-07,-0.019716132077757235
2015-12-08,-0.008750601963377926
2015-12-09,-0.006856671802227401
2015-12-10,-8.265638840547715e-5
2015-12-11,-0.02182630141028069
2015-12-14,-0.008580667642184467
2015-12-15,6.076043965226721
2015-12-16,0.013722938007967072
2015-12-17,-0.010808126990652148
2015-12-18,-0.01157767899087323
2015-12-21,0.004889559015116946
2015-12-22,0.011594148752080426
2015-12-23,0.015748317099549446
2015-12-24,0.0012876431849386525
2015-12-28,-0.008401891623503919
2015-12-29,0.01004156665629801
2015-12-30,-0.01001038806336964
2015-12-31,-0.009465292584875974
2016-01-04,-0.017368666256736578
2016-01-05,-4.051005771986693e-4
2016-01-06,-0.01503412626315365
2016-01-07,-0.027784629381975533
2016-01-08,-0.01614365859355404
2016-01-11,-0.006301569654709982
2016-01-12,-0.0025856555628765853
2016-01-13,-0.029217845000631862
2016-01-14,0.011596908154308118
2016-01-15,-0.0171518280101017
2016-01-19,-0.016217058357266965
2016-01-20,0.0038527991220229886
2016-01-21,0.0038739199722713506
2016-01-22,0.022433093269965947
2016-01-25,-0.025545584980624668
2016-01-26,0.029465195914414308
2016-01-27,-0.009757358706954081
2016-01-28,0.004619815612946433
2016-01-29,0.035008148504801405
2016-02-01,-0.00882327116612431
2016-02-02,-0.02264214840648503
2016-02-03,0.005416856600579262
2016-02-04,0.008562869172472409
2016-02-05,-0.016847514348000733
2016-02-08,-0.013166544403512429
2016-02-09,-0.007619849012347626
2016-02-10,-8.902759181557107e-4
2016-02-11,-0.014164425614148447
2016-02-12,0.02318964029096891
2016-02-16,0.022430844733732268
2016-02-17,0.019001491200199932
2016-02-18,-0.0017016317205509489
2016-02-19,-0.001720043207792657
2016-02-22,0.01622277985111274
2016-02-23,-0.010393024149493706
2016-02-24,0.008291474655644825
2016-02-25,0.009645726119892692
2016-02-26,0.008840039183163133
2016-02-29,0.0010954415511923335
2016-03-01,0.01731277241782537
2016-03-02,0.012535381529365855
2016-03-03,0.016081959386510525
2016-03-04,0.007351734145141202
2016-03-07,0.015610258696282362
2016-03-08,-0.02476648790744169
2016-03-09,0.006938034979182727
2016-03-10,-0.0065041569553174255
2016-03-11,0.022342731129985468
2016-03-14,-0.005739633152332905
2016-03-15,-0.01676929388537794
2016-03-16,0.00974769736168109
2016-03-17,0.019509349552376196
2016-03-18,0.007494160606494072
2016-03-21,-0.002003271058571449
2016-03-22,-0.0029364267908615345
2016-03-23,-0.021451787318322903
2016-03-24,0.005194305303719659
2016-03-28,6.99001615792456e-4
2016-03-29,0.02321777685037934
2016-03-30,0.0033737032962398387
2016-03-31,0.0018023819116616238
2016-04-01,-0.0017017961802242641
2016-04-04,-0.010824525998362398
2016-04-05,-0.010893540965813343
2016-04-06,0.009319563790522777
2016-04-07,-0.01453268475372119
2016-04-08,0.008341436072238516
2016-04-11,0.001782591321338786
2016-04-12,0.013439230487945202
2016-04-13,0.021740704846750926
2016-04-14,-0.0018052614303725849
2016-04-15,0.001367451615060135
2016-04-18,0.0056929401758251084
2016-04-19,0.007025683073890308
2016-04-20,0.001929724635263791
2016-04-21,-0.007353585641440372
2016-04-22,0.011168449219003874
2016-04-25,-0.008694548970994039
2016-04-26,0.015588184618485199
2016-04-27,0.006822572566007808
2016-04-28,-0.010851706997239073
2016-04-29,-0.006282139845732042
2016-05-02,0.006169293678830983
2016-05-03,-0.01839552217639469
2016-05-04,-0.004660184447572008
2016-05-05,-0.005233060849113741
2016-05-06,0.008547926071845022
2016-05-09,-0.005404659409527603
2016-05-10,0.009775748182835832
2016-05-11,-0.01030734155175065
2016-05-12,-0.0057924871301412145
2016-05-13,-0.0076726188170793096
2016-05-16,0.011589797429598602
2016-05-17,-0.01385862001089068
2016-05-18,0.001617669038080672
2016-05-19,-0.0072289599637630035
2016-05-20,0.016027354094735876
2016-05-23,-6.162424081976625e-4
2016-05-24,0.017903156097529585
2016-05-25,0.009696798606106682
2016-05-26,-0.0033838428879190063
2016-05-27,0.007810137082303458
2016-05-31,0.003681885492740782
2016-06-01,0.005744368030074985
2016-06-02,0.003736973746633178
2016-06-03,-0.0035021548948139677
2016-06-06,0.013277753388017854
2016-06-07,0.0027726716876805483
2016-06-08,0.007916027251837968
2016-06-09,-0.00867739283458433
2016-06-10,-0.015519495787261703
2016-06-13,-0.012948157613221425
2016-06-14,-0.004949551478493603
2016-06-15,0.002443582930968746
2016-06-16,-0.0023056592798445835
2016-06-17,0.0010378063543596938
2016-06-20,0.012922839818121304
2016-06-21,198.61213776910637
2016-06-22,-0.0039478500798910306
2016-06-23,0.02050147999373405
2016-06-24,-0.04049364612012671
2016-06-27,-0.03329197716106291
2016-06-28,0.015477291412033833
2016-06-29,0.021534612278151812
2016-06-30,0.01991908402398587
2016-07-01,0.003401841792634733
2016-07-05,-0.017468677653754025
2016-07-06,0.006553719168327674
2016-07-07,0.001800584421073533
2016-07-08,0.024952826154103807
2016-07-11,0.011118744022883494
2016-07-12,0.017109966342429624
2016-07-13,-0.0013882629626317993
2016-07-14,0.0029995356211380917
2016-07-15,0.0020107504424292945
2016-07-18,0.0012855940467326455
2016-07-19,-0.007154673681299055
2016-07-20,0.00389289820192603
2016-07-21,-0.0032265316215860976
2016-07-22,0.006621923168555026
2016-07-25,-0.004380963536785949
2016-07-26,0.006081130131888453
2016-07-27,0.0017455196098895812
2016-07-28,-0.003215545282716991
2016-07-29,0.0019445657428674688
2016-08-01,-0.003052578958964657
2016-08-02,-0.013387784734310397
2016-08-03,0.010050754679063682
2016-08-04,0.002482657630136005
2016-08-05,0.018154511747374036
2016-08-08,4.76016372384436e-4
2016-08-09,-0.0010497238225338204
2016-08-10,-0.007335250651344018
2016-08-11,0.005076803210125301
2016-08-12,-1.575482808657582e-4
2016-08-15,0.010384399248248423
2016-08-16,-0.0063512806794360725
2016-08-17,-3.100885122239766e-4
2016-08-18,0.007132098773701162
2016-08-19,0.0010773178742238022
2016-08-22,0.001379843947256998
2016-08-23,0.007700506065469706
2016-08-24,-0.007796315671426057
2016-08-25,0.0032663471957575596
2016-08-26,-0.0030611532536881075
2016-08-29,0.006721678336749905
2016-08-30,-1.4079400283156503e-4
2016-08-31,-0.004686146605884629
2016-09-01,-9.466947550042629e-4
2016-09-02,0.010890540476330092
2016-09-06,-5.359433107715461e-4
2016-09-07,0.008041962040904056
2016-09-08,1.587467296076281e-4
2016-09-09,-0.03073122299821154
2016-09-12,0.010132873643812042
2016-09-13,-0.019856576231933754
2016-09-14,-0.002794622757189365
2016-09-15,0.011729576071532135
2016-09-16,-0.002778982371964292
2016-09-19,0.006016508050682039
2016-09-20,-0.0054930304241304195
2016-09-21,0.013614839529397127
2016-09-22,0.014605713324367817
2016-09-23,-0.006303720228624393
2016-09-26,-0.010441350743489236
2016-09-27,0.0016697351519404699
2016-09-28,0.012324487240051809
2016-09-29,-0.009947957042289462
2016-09-30,0.0111472004813051
2016-10-03,-0.005809760337541065
2016-10-04,-0.004200185445862588
2016-10-05,0.00855781330327978
2016-10-06,0.0011500942349095546
2016-10-07,-0.007179016399007786
2016-10-10,0.010490389942442788
2016-10-11,-0.01597322004800764
2016-10-12,0.0015636943253302046
2016-10-13,-0.010977097251498385
2016-10-14,-5.66258706557656e-4
2016-10-17,-0.0018906695602078445
2016-10-18,0.004237251196113498
2016-10-19,0.0069712718073163165
2016-10-20,-0.0033549773699239746
2016-10-21,-0.0011117736247859252
2016-10-24,0.006380601999155586
2016-10-25,-0.007755510494662257
2016-10-26,-0.007247173208844519
2016-10-27,-0.008699245227053665
2016-10-28,-0.002634702010943167
2016-10-31,0.005271686297912595
2016-11-01,-0.012256096779597221
2016-11-02,-0.010602022870822589
2016-11-03,-0.0028278160427274504
2016-11-04,0.004573505673282209
2016-11-07,0.022025994980012054
2016-11-08,0.0023103003472657096
2016-11-09,0.03335649581321859
2016-11-10,0.019971428918526463
2016-11-11,0.021545036517179275
2016-11-14,0.016299464668874303
2016-11-15,0.0030008381724272596
2016-11-16,-4.8674440166922295e-4
2016-11-17,0.0040886894527667385
2016-11-18,0.005242374161286877
2016-11-21,0.006082149038731394
2016-11-22,0.012151489526361388
2016-11-23,0.00564078709230207
2016-11-25,0.002759949835094584
2016-11-28,-0.009909726108723767
2016-11-29,-5.917430448678366e-4
2016-11-30,4.954309177171333e-5
2016-12-01,-0.0017041157072540721
2016-12-02,2.8002263426877205e-4
2016-12-05,0.018251162501693716
2016-12-06,0.011683708832958759
2016-12-07,0.012341530192960951
2016-12-08,0.014261662451508774
2016-12-09,0.0027864069941821532
2016-12-12,-0.010358356987913197
2016-12-13,-7.088692063353368e-4
2016-12-14,-0.013176357467860013
2016-12-15,0.006241117357739496
2016-12-16,-9.919154434219622e-4
2016-12-19,0.00648292772558367
2016-12-20,0.010258197734728
2016-12-21,-0.004493150178464506
2016-12-22,-0.008490713922604412
2016-12-23,0.0022059203068067667
2016-12-27,0.006029208829586308
2016-12-28,-0.010571638537116719
2016-12-29,0.0012469464015758484
2016-12-30,-0.0036054579467837454
2017-01-03,0.0076602397547815065
2017-01-04,0.016902032362458762
2017-01-05,-0.013282801028589645
2017-01-06,-0.004801704983671117
2017-01-09,-0.008879651521213637
2017-01-10,0.01106754538958599
2017-01-11,0.0031619092907410737
2017-01-12,-0.010425549407012498
2017-01-13,0.007424946669999592
2017-01-17,-0.01060546635748314
2017-01-18,0.004749216194427598
2017-01-19,-0.00986970460508239
2017-01-20,0.005570411363326233
2017-01-23,-0.0020382488495266277
2017-01-24,0.01796943892808597
2017-01-25,0.01006244703107105
2017-01-26,-0.004123308675994456
2017-01-27,-0.0038985106107598546
2017-01-30,-0.013113805755185153
2017-01-31,0.005063067945654161
2017-02-01,-0.0010266051450874847
2017-02-02,-0.00272150739472166
2017-02-03,0.01463779577682336
2017-02-06,-0.0077748955717092515
2017-02-07,-0.003931787216360216
2017-02-08,-0.0027094118292947562
2017-02-09,0.012514381874408247
2017-02-10,0.008687181470448963
2017-02-13,0.002302322930712367
2017-02-14,0.003375383881155555
2017-02-15,0.0055123798379076395
2017-02-16,-0.0021316808466032085
2017-02-17,-0.0020981149638291414
2017-02-21,0.007104627563885492
2017-02-22,-0.004417338272465409
2017-02-23,-0.005598765344097195
2017-02-24,-0.0010706613331919201
2017-02-27,0.008702012017524425
2017-02-28,-0.014330610917294682
2017-03-01,0.01787031759348978
2017-03-02,-0.01320692661639068
2017-03-03,-0.0019295605147469162
2017-03-06,-0.008072396266796523
2017-03-07,-0.006517422341532301
2017-03-08,-0.008209556763087975
2017-03-09,-0.006063799467788949
2017-03-10,0.0031706199157230815
2017-03-13,0.002424131156370966
2017-03-14,-0.004403461715826997
2017-03-15,0.014587341328139214
2017-03-16,0.0037724836137698176
2017-03-17,0.003637848530216759
2017-03-20,-0.005476174695253106
2017-03-21,-0.025644375616186307
2017-03-22,-0.0031232621335914946
2017-03-23,0.008008187002400378
2017-03-24,-3.892400769244992e-4
2017-03-27,-3.10005691188723e-4
2017-03-28,0.009399883173030863
2017-03-29,0.005037329414596484
2017-03-30,0.00989205192002503
2017-03-31,0.0024020675277329553
2017-04-03,-0.012211653608935441
2017-04-04,4.595768199238001e-4
2017-04-05,-0.01122270120777095
2017-04-06,0.010842978739367943
2017-04-07,2.6440866160354348e-5
2017-04-10,0.0035919999469312056
2017-04-11,0.008490657368663798
2017-04-12,-0.013804104798144645
2017-04-13,-0.012966532392893968
2017-04-17,0.011721268320122982
2017-04-18,9.216906923328804e-4
2017-04-19,0.0025386573321194055
2017-04-20,0.01354825784242556
2017-04-21,-0.0015923559877600393
2017-04-24,0.012100612119305269
2017-04-25,0.009913545356300575
2017-04-26,0.0071657566501240446
2017-04-27,-0.005193147075003672
2017-04-28,-0.013692822040627661
2017-05-01,0.004561739756212613
2017-05-02,-0.0027434420675995276
2017-05-03,-0.006081547782480381
2017-05-04,-0.0050539730986273535
2017-05-05,0.005321276648883315
2017-05-08,-0.0013022764033317536
2017-05-09,-0.0010780487144943375
2017-05-10,0.004943059259338564
2017-05-11,-0.007285744161893062
2017-05-12,-0.007084340783134427
2017-05-15,0.006779536583721269
2017-05-16,-2.7125609920587924e-4
2017-05-17,-0.02589857475114141
2017-05-18,0.002516581078031777
2017-05-19,0.005652394692007644
2017-05-22,0.007100972815530565
2017-05-23,0.0027173213052018017
2017-05-24,-6.532625192962326e-4
2017-05-25,-0.0017289831772725477
2017-05-26,-0.0011517517595541257
2017-05-30,-0.009527069926887226
2017-05-31,-0.0015541121445221088
2017-06-01,0.01795768526741453
2017-06-02,0.003364814309562135
2017-06-05,-0.0047840982093788785
2017-06-06,-0.0015078373128772308
2017-06-07,5.558083502657472e-4
2017-06-08,0.01471720783434291
2017-06-09,0.011609312077759788
2017-06-12,0.0016366929377663686
2017-06-13,0.0059057672679663446
2017-06-14,-0.0068552354420946485
2017-06-15,-0.00634123198765833
2017-06-16,-0.0031404064698872997
2017-06-19,0.004635625510182168
2017-06-20,-0.011794281576059077
2017-06-21,-0.008169963570162737
2017-06-22,0.002902835884084388
2017-06-23,0.006396347986808516
2017-06-26,0.004278782901004282
2017-06-27,-0.00463938585649947
2017-06-28,0.014279529037158347
2017-06-29,-0.003220635446815948
2017-06-30,3.43330642959082e-4
2017-07-03,0.011392546871629092
2017-07-05,-0.007492309836999609
2017-07-06,-0.013795305184633204
2017-07-07,0.009262960204393144
2017-07-10,-0.0062039096760675
2017-07-11,0.0018918274743051431
2017-07-12,0.006862960998901529
2017-07-13,0.0031968914608125876
2017-07-14,0.0022081418092582145
2017-07-17,0.0028732306085061383
2017-07-18,-0.0025131391993612373
2017-07-19,0.0111370420826121
2017-07-20,-3.12877510019493e-4
2017-07-21,-0.004971163495313613
2017-07-24,-2.0796703562198218e-4
2017-07-25,0.011058173871417271
2017-07-26,-0.006563593222995656
2017-07-27,-0.0014299157529842584
2017-07-28,-0.0014749741040631847
2017-07-31,-0.0017311450947188726
2017-08-01,0.0016329439489679099
2017-08-02,-0.008903225231500118
2017-08-03,-0.005786940699850767
2017-08-04,0.005911906815399788
2017-08-07,-0.001190114407327152
2017-08-08,-0.0036306089809200566
2017-08-09,-0.007638235000126047
2017-08-10,-0.01638635927585793
2017-08-11,-0.00119548887927075
2017-08-14,0.013798643235317652
2017-08-15,-0.009983384368194646
2017-08-16,4.6541088485690355e-4
2017-08-17,-0.01855210930170301
2017-08-18,-0.00216518521287826
2017-08-21,-0.0016929531407959687
2017-08-22,0.008303187474030409
2017-08-23,-8.166394457917535e-4
2017-08-24,0.0035727640327009435
2017-08-25,0.006051634246271619
2017-08-28,-8.229134507855783e-4
2017-08-29,6.135373648088898e-4
2017-08-30,0.0050497013203053285
2017-08-31,0.008593847899872617
2017-09-01,0.008306575008932475
2017-09-05,-0.011073363878723924
2017-09-06,0.002929557336142626
2017-09-07,-0.0036291999238016993
2017-09-08,0.0039929997960573595
2017-09-11,0.012120886834782739
2017-09-12,0.008680040529707726
2017-09-13,0.0036173170601311575
2017-09-14,-6.905916120998816e-4
2017-09-15,0.0048916959876375956
2017-09-18,0.004986230902685125
2017-09-19,-6.82364677318632e-4
2017-09-20,0.004771456896674965
2017-09-21,-7.339602972551106e-4
2017-09-22,0.005930192586826203
2017-09-25,0.00340585264055283
2017-09-26,0.006262256150599466
2017-09-27,0.015643369805382775
2017-09-28,0.003992471605116284
2017-09-29,0.0021993728975064496
2017-10-02,0.011441390792954129
2017-10-03,0.0015440907671646633
2017-10-04,-0.005235169925930541
2017-10-05,0.0043624034655455
2017-10-06,-0.0018134845205394928
2017-10-09,-0.004276043129606953
2017-10-10,0.003579559962948877
2017-10-11,-6.44121207596803e-5
2017-10-12,-9.629070485190706e-4
2017-10-13,-0.001343212267324764
2017-10-16,8.89591285991322e-4
2017-10-17,-0.004387604747271085
2017-10-18,0.00474160605550242
2017-10-19,-0.002118130958411149
2017-10-20,0.0044653088041187155
2017-10-23,-0.006380036634240561
2017-10-24,0.0018439369306046836
2017-10-25,-0.0029987230558457846
2017-10-26,0.0030843466516585613
2017-10-27,0.004223807510592134
2017-10-30,-0.011364530886794233
2017-10-31,0.008838932092325957
2017-11-01,-0.004076639883154667
2017-11-02,0.0030050435681781605
2017-11-03,-0.003917928309496872
2017-11-06,0.003721984119094623
2017-11-07,-0.013563524164186378
2017-11-08,9.288747052346922e-5
2017-11-09,-0.0018991325437006728
2017-11-10,-1.5327592683132065e-4
2017-11-13,3.203363450626899e-4
2017-11-14,-0.0021633208827447886
2017-11-15,-0.004709464204223752
2017-11-16,0.015059803242141205
2017-11-17,0.005358734549909483
2017-11-20,0.006858163953482661
2017-11-21,0.009208367676778458
2017-11-22,-8.150503486289594e-4
2017-11-24,1.5619839019631428e-4
2017-11-27,-0.002082053692341263
2017-11-28,0.01617202642084746
2017-11-29,0.010135336104405262
2017-11-30,-5.766208091268475e-4
2017-12-01,-0.004516052412565999
2017-12-04,0.0024757715719447818
2017-12-05,-0.010440473370423494
2017-12-06,-0.007198858801061167
2017-12-07,0.005303577509924571
2017-12-08,3.5498683485788373e-4
2017-12-11,-0.0019391154094402544
2017-12-12,-0.0016157366312982658
2017-12-13,0.00284969342758786
2017-12-14,-0.01129685166773335
2017-12-15,0.01462930999851389
2017-12-18,0.014649437666527076
2017-12-19,-0.008195386689720823
2017-12-20,0.003111172042142399
2017-12-21,0.004558324687011628
2017-12-22,-0.002636754537977951
2017-12-26,0.001357235331062912
2017-12-27,-0.0012902162658733455
2017-12-28,0.0037893965699023605
2017-12-29,-0.00706400275748496
2018-01-02,0.010209126862906657
2018-01-03,-7.734999823872013e-4
2018-01-04,7.237049570070897e-4
2018-01-05,0.0026480602344154756
2018-01-08,0.002452699467173373
2018-01-09,-0.002373222139738619
2018-01-10,-2.028945833631175e-4
2018-01-11,0.019557503993643126
2018-01-12,0.003440113973952157
2018-01-16,-0.009534190957079807
2018-01-17,0.00752527832857933
2018-01-18,-0.008121855673393172
2018-01-19,0.01308916198917117
2018-01-22,0.002412155788650145
2018-01-23,0.00410006123625569
2018-01-24,-0.005081279222140564
2018-01-25,-8.557483743760341e-4
2018-01-26,0.0024569469104567154
2018-01-29,-0.007577789492355113
2018-01-30,-0.009588660031291782
2018-01-31,-0.004121818301750868
2018-02-01,0.002649352245072773
2018-02-02,-0.019704339115912208
2018-02-05,-0.03586374871475191
2018-02-06,0.009683347290142611
2018-02-07,-1.6561826377761065e-4
2018-02-08,-0.02554357517957038
2018-02-09,0.009843250486481494
2018-02-12,0.006613374197749291
2018-02-13,0.0024130429972965277
2018-02-14,0.01925684964209011
2018-02-15,0.008634563862941378
2018-02-16,0.004024769152735443
2018-02-20,-0.010101069789363754
2018-02-21,0.0010562785855477421
2018-02-22,-5.061827772711403e-4
2018-02-23,0.010576391419187488
2018-02-26,0.00576452456652799
2018-02-27,-0.015314974570694721
2018-02-28,-0.016100486377073675
2018-03-01,-0.0016862861588325861
2018-03-02,0.013196935656136827
2018-03-05,0.008268654538892717
2018-03-06,0.011953789070268842
2018-03-07,0.005804662149725776
2018-03-08,-0.0023456749266075197
2018-03-09,0.01583517677556076
2018-03-12,0.0024463242673268535
2018-03-13,-0.004091028876844522
2018-03-14,-0.006560045945216305
2018-03-15,-0.003841453921164952
2018-03-16,0.00814135415261729
2018-03-19,-0.00809934743453828
2018-03-20,-0.0027570459023979464
2018-03-21,0.005127192913443197
2018-03-22,-0.021873746275134977
2018-03-23,-0.021087401303922285
2018-03-26,0.02004226718627283
2018-03-27,-0.015133866660781956
2018-03-28,0.0027853580697105077
2018-03-29,0.009455257102259073
2018-04-02,-0.020805969951052408
2018-04-03,0.014040873415799186
2018-04-04,0.011304110540882307
2018-04-05,0.009095046257197066
2018-04-06,-0.018679913815940283
2018-04-09,-0.004155287368776873
2018-04-10,0.01783300456786557
2018-04-11,0.001208387547008388
2018-04-12,0.0051930246061460544
2018-04-13,-0.0031551116359071125
2018-04-16,0.010143278544899192
