(Intercept),`Mkt-RF`,SMB,HML
0.019809889658610483,0.793549656918804,0.8635509963851669,0.28275820503342797
0.03739548177582237,0.9272523460634116,0.8290049604485263,0.2312974127841743
0.2217239044810452,0.9990536750437057,0.5644038653500782,0.3526110280994928
0.06483546846077139,0.894660250831006,0.7864389018554695,0.46997958050876937
0.40089585041461195,0.821246858099458,0.7030272402501937,0.14082318756946668
0.07654813570693898,1.0622215389820886,0.7770921369378803,0.6807237908098227
0.09146426004901168,0.8983794177669987,0.7028292429921683,0.3424428047609035
0.20568093557166114,0.992147354179818,0.7213401897458259,0.3452371766192049
0.06545669432851824,0.8967578662897245,0.7165394721486736,0.4553939960437311
-0.013995623634801764,0.9589944479939777,0.6253704189329901,0.37788392700842444
-0.03126684287040171,0.9737121635594557,0.7523800874631822,0.5313429764654408
0.3688900131095954,0.8276499390449056,0.6670749740112947,0.5125170180065315
0.27732795862270193,0.8493938710787873,0.5429613947555239,0.2547547945761745
0.38537444424911593,0.9809870720949361,0.490516283758184,0.4111231970435809
0.33904329725850024,1.005672846312827,0.6737962806762061,0.2556041777658394
0.6666726796485247,0.8775033678951341,0.6512243367382207,0.2528863792214326
-0.019710509870551035,1.0440235377198923,0.622362540356697,0.3924947384168689
0.46272789600752334,0.8970820975697449,0.7964809164433311,0.19629769878408665
-0.1151974666830977,1.0639037328371808,0.6255889049370609,0.46977771854621914
0.4990520360126,1.0259722643643951,0.5780164865755505,0.39548571724411125
0.35174161847366414,0.9750493126401995,0.7850617579143776,0.17592817320928386
0.06950646977062261,0.8516477182504222,0.5261926034948986,0.3589177008407669
0.25319142079215373,0.9353998403323426,0.6106495117549023,0.1517281520342465
0.4624178745271564,0.8394037329407504,0.6991724156489173,0.1759346206928408
0.1949543612883594,0.8986321801706499,0.7267288485913657,0.24046931580491054
0.37550567289180065,0.8799097315334533,0.967428593969573,0.18988004271686076
-0.008726754562378453,0.9656441585839701,0.7587375633842833,0.5163093054685802
-0.03390169497057158,0.96374405422205,0.581028218870931,0.3231707622286825
0.2695979603879821,1.016015343105975,0.5629857772604225,0.5195216367359048
-0.13822864395697654,0.8489724500482674,0.5368458457544899,0.38600527427341724
0.3492842896409346,0.9116035880803918,0.7592733632164467,0.36738058870694384
0.37650148395407007,0.828402567561878,0.7296188059992137,0.3452088673873481
0.2312401689713298,0.7982773870730079,0.7059925029115968,0.30396158960657704
0.06459880888502287,0.7620815814083198,0.7460123582801393,0.397519896845945
0.2196791654832426,0.8842250638486902,0.5916402830675188,0.3089902479336825
0.42301342810810527,0.9877523631943449,0.725634019535372,0.32062794640297165
0.11342613727597489,0.9489827770033001,0.7401038792129436,0.40987408597564723
0.3786317659366334,0.9646545500690308,0.5952287883285878,0.3643860455403266
-0.006375384996890782,0.9275541086186389,0.502111372770405,0.3385867101925295
0.1395811232151251,0.9969630931105067,0.6750278166123412,0.20820473400325532
0.29853089246541564,1.0415641833329488,0.6291509268031875,0.4915548225673276
0.15620866022494165,0.8964065984380948,0.6050491451032143,0.19950915233606212
-0.3890899808608739,0.8640881332074971,0.6354052608170792,0.35775754937775156
0.2220930093500754,0.8776665802762671,0.5820369323796514,0.29252096894983187
0.15413442717481426,0.9826944589963843,0.6549866389596243,0.3415056177036817
0.1468620462766358,0.9943072230967896,0.6066654941561568,0.5653854208230826
0.2896530039724701,0.9773452511579552,0.6632185574132774,0.38076405539340347
0.24042941285816632,0.8715629871277821,0.6354955398995966,0.2302031347926453
0.5266712158537656,0.89233046020851,0.6574773252859285,0.23666373889811906
0.1420604230636964,0.9136589989491803,0.5568256624807266,0.2629208265563077
0.23350574682688607,0.8313206000446615,0.6524413678828466,0.36816663933435007
0.26830778139287553,0.9395685328514126,0.5076362980600266,0.2165195719002235
0.341702035314287,0.8891346035673098,0.5229172555486681,0.2922733378661397
0.5702515122644424,0.8441849287009919,1.0691371933959084,0.3188811561886079
0.044276038094955054,1.0360806972621495,0.6666285698778293,0.4995959020142069
0.06645950616674948,1.0110380922536604,0.8676172541213015,0.423025700731562
0.2474974140418152,1.2041709820678232,0.974360610382431,0.29521140319581457
0.17911478961251368,0.9010854186704889,0.6105262704092238,0.22113558339292902
0.23800323805319765,0.9291320617489965,0.6894454782735504,0.47553543911101576
-0.038886633141716406,0.817443850996834,0.5803733791969341,0.3441388295827436
-0.24331783677726623,0.9463940192393115,0.68147574384451,0.2922180547018528
0.2752924842402034,0.8577868110257435,0.6728836543072411,0.2374848621743695
0.1121885986918396,0.9087136128615012,0.7367119133220287,0.2739496225157903
0.06965061386032752,1.0191045093200126,0.7343618925361249,0.5376092948916829
0.012964019510381872,0.9113726310462202,0.6276636613808179,0.3229013401699447
0.41080975965851296,0.9535257331949412,0.7848518869145253,0.565246100782514
0.45093143803332364,0.8610228767847516,0.8000444650265806,0.7527646403488745
0.20637526565893732,0.893696631058259,0.6378370278652069,0.16462304961748736
0.43679454740287676,0.9523688818777271,0.5358341194377835,0.3780036389494643
0.2110763812086594,0.8499120198801132,0.5391918228431676,0.08440687996800801
-0.055226312068812,0.8278735149000663,0.6736366609345995,0.5001698208485393
-0.2822228643842342,1.0467136550861438,0.6543993868723103,0.6634990199577414
0.45733626296799623,0.8299302225830983,0.7099430244658499,0.1391045862487758
0.32084163807239874,0.8134610780074867,0.8572040914074888,0.6460132553076403
0.09706784901677822,0.9784485063800629,0.6955592921008625,0.4617280794496729
0.22307753209760453,0.916221678629803,0.8315018473736202,0.22985527702339725
0.3531513863352968,0.6844454310901268,0.603494146590206,0.5071848422308118
0.0019939895137348995,1.043311953739365,0.9024803553081351,0.2554477046673725
0.2867553519709887,0.8449083150592522,0.494013967666568,0.3940289429317351
0.06392574058821653,0.9275218364737828,0.689962044457232,0.3309446956167419
0.275430214158806,1.0422216491781835,0.7527763663074957,0.2959113558904229
0.44895128949864654,0.9260154616334101,0.6280317716966668,0.2606037567152573
0.5951609462221026,0.8995099254788603,0.7096249127114842,0.3174837732583207
0.441811023392173,0.9629593333378842,0.6737872830857351,0.23599567168572527
0.049468215692072125,0.8503816014837452,0.7512881227819822,0.34160213060214767
-0.02946845855064752,0.8813372077968227,0.7874319774967443,0.45558256750509507
-0.03727085327208681,1.0576890650844126,0.8534036125874516,0.26945895395066205
0.11192774846225503,0.8937983848057263,0.6577676523596641,0.2530793791925632
0.03269663294208504,1.0873440860119912,0.5256138591053962,0.3269643453536025
-0.17756653493248054,0.9781016201506426,0.44511340284328293,0.38962332613470585
